ASIC1	ACCN2
PABPC1	PABPC2
PABPN1	OPMD
PABPN1	PABP2
PCSK6	PACE4
ATP6V1E1	ATP6E
ATP6V1E1	ATP6V1E
PAFAH1B1	MDCR
PAFAH1B1	MDS
SERPINE1	PLANH1
SERPINE1	PAI1
SERPINB2	PLANH2
SERPINB2	PAI2
PAK3	MRX30
PAK3	MRX47
PANK1	PANK
REG3A	PAP
PRKN	PARK2
PAX3	WS1
PAX6	AN1
PAX6	AN2
PEBP1	PBP
KAT2B	PCAF
PCBD1	DCOH
PCBD1	PCBD
ATP6V0A1	VPP1
ATP6V0A1	ATP6N1
ATP6V0A1	ATP6N1A
PCBP3	PCBP3-OT1
PCBP3	PCBP3OT
PCDH11X	PCDH11
ATP6V0A4	ATP6N1B
ATP6V0A4	ATP6N2
ATP6V0A4	RTA1C
PCDHA10	CNRS8
PCDHA13	CNRS5
ATP6AP1	ATP6S1
ATP6AP1	ATP6IP1
ATP7A	MNK
ATP7B	WND
PCDHGC3	PCDH2
SERPINA5	PLANH3
SERPINA5	PCI
PCNX2	PCNXL2
CHMP1A	PRSM1
CHMP1A	PCOLN3
PCSK1	NEC1
PCSK2	NEC2
CDK16	PCTK1
CDK17	PCTK2
PCYT1A	PCYT1
PDCD1	SLEB2
PDCD10	CCM3
AIFM1	PDCD8
AIFM1	NAMSD
AIFM1	AUNX1
MRPS30	PDCD9
ALDH7A1	ATQ1
PDE1B	PDES1B
PDE4A	DPDE2
PDE4B	DPDE4
PDE4C	DPDE1
PDE4D	DPDE3
PDE6A	PDEA
PDE6B	PDEB
PDE6G	PDEG
PDGFB	SIS
PDGFRB	PDGFR
PDHA1	PDHA
PDHA2	PDHAL
SLC26A4	DFNB4
PDXK	C21orf97
PDXK	C21orf124
PDYN	SCA23
SERPINF1	PEDF
PER1	PER
GATB	PET112L
GATB	PET112
PEX1	ZWS1
PEX1	ZWS
ATRX	RAD54
ATRX	JMS
ATRX	MRX52
CFP	PFC
PFKFB1	PFRX
PFKM	PFKX
KIF1A	ATSV
KIF1A	C2orf20
KIF1A	SPG30
CDK14	PFTK1
PGAM1	PGAMA
PHEX	HYP
PHEX	HPDR
PHKA1	PHKA
PHKA2	PHK
PHKA2	PYK
PHTF1	PHTF
AVP	ARVP
SERPINA1	PI
SERPINI1	PI12
SERPINB13	PI13
SERPINA4	PI4
AVPR1A	AVPR1
SERPINB6	PI6
SERPINB6	DFNB91
SERPINE2	PI7
SERPINB8	PI8
INPP5J	PIB5PA
AVPR1B	AVPR3
AVPR2	DIR3
AVPR2	DIR
PIK3CB	PIK3C1
PI4KA	PIK4CA
PIM1	PIM
PIP4K2A	PIP5K2A
PITPNM1	PITPNM
PITX1	BFT
PITX2	IRID2
PITX2	IHG2
PITX2	RIEG
PITX2	RIEG1
PITX2	RGS
PITX3	ASMD
PKD2L1	PKD2L
PKD2L1	PKDL
PKHD1	TIGM1
PKM	PKM2
PLA2G1B	PLA2
PLA2G1B	PPLA2
PLA2G1B	PLA2A
PLA2G2A	PLA2B
PLA2G2A	PLA2L
PLA2G4A	PLA2G4
PLCL1	PLCE
PLCL2	PLCE2
PLCG1	PLC1
PLEC	EBS1
PLEC	PLEC1
SERPINF2	PLI
PLIN1	PLIN
PLK1	PLK
PLN	PLB
PLOD1	LLH
PLOD1	PLOD
PLP1	SPG2
PLP1	PLP
PLXNA1	PLXN1
PLXNA2	PLXN2
PLXNA3	PLXN4
PLXNA4	PLXNA4A
PLXNA4	PLXNA4B
PLXNB1	PLXN5
PLXNB3	PLXN6
PMM2	CDG1
PMP22	CMT1A
PMS1	PMSL1
PMS2	PMSL2
GIGYF1	PERQ1
EXOSC9	PMSCL1
EXOSC10	PMSCL2
PRRX1	PMX1
PHOX2B	PMX2B
PNMT	PENT
SEPTIN5	PNUTL1
SEPTIN5	SEPT5
SEPTIN4	PNUTL2
SEPTIN4	C17orf47
SEPTIN4	SEPT4
POLA1	POLA
POLA1	NSX
POLD1	POLD
B3GALNT1	B3GALT3
POLK	DINB1
POLR2A	POLR2
PON1	PON
B3GAT1	CD57
B3GAT1	LEU7
POU1F1	PIT1
POU2F1	OTF1
POU3F4	DFN3
POU4F1	BRN3A
POU4F2	BRN3B
POU4F3	DFNA15
POU4F3	DFNA52
POU4F3	DFNA42
SLC43A1	POV1
PPA1	PP
PPARA	PPAR
MED1	TRIP2
MED1	PPARGBP
MED1	PPARBP
PPARGC1A	PPARGC1
B4GALT1	GGTB2
PPEF1	PPEF
CTSA	GSL
CTSA	PPGB
PDP1	PPM2C
PPOX	VP
PPP1CA	PPP1A
PPP1R3A	PPP1R3
PPP1R3C	PPP1R5
PPP1R9B	PPP1R6
PPP1R9B	PPP1R9
ACAT1	ACAT
PPP2R2B	SCA12
PPP2R3A	PPP2R3
PTPA	PPP2R4
PPP3CA	CALN
PPP3CA	CALNA
PPT1	PPT
NPY4R	PPYR1
BACE1	BACE
PQBP1	RENS1
PQBP1	MRXS8
PQBP1	SHS
PQBP1	MRX55
PQBP1	MRX2
PQBP1	MRXS3
PRAME	MAPE
BACE2	AEPLC
PRDM1	BLIMP1
PRDX1	PAGA
SLC26A5	PRES
SRGN	PRG
SRGN	PRG1
PRG4	CACP
PRKAA2	PRKAA
PRKAR1A	PRKAR1
PRKAR1A	TSE1
PRKAR2B	PRKAR2
PRKCA	PKCA
PICK1	PRKCABP
PRKCB	PRKCB2
PRKCB	PKCB
PRKCB	PRKCB1
ZMYND8	PRKCBP1
OLIG2	PRKCBP2
OLIG2	BHLHB1
PRKCG	PKCG
PRKCG	SCA14
PRKCH	PRKCL
PKN1	PRKCL1
PRKD1	PRKCM
PRKDC	HYRC
PRKDC	HYRC1
PRKG1	PRKGR1B
PRKG1	PRKG1B
ADGRB1	BAI1
EIF2AK2	PRKR
DNAJC3	PRKRI
ADGRB2	BAI2
ADGRB3	BAI3
PROM1	PROML1
PROM1	MCDR2
PROM1	STGD4
PROS1	PROS
PLPBP	PROSC
MAGI1	BAIAP1
PRPH	NEF4
PRPS1	DFN2
LGMN	PRSC1
PRSS1	TRY1
HTRA1	PRSS11
LONP1	PRSS15
BAK1	CDN1
TMPRSS15	PRSS7
PSAP	SAP1
PSAP	GLBA
PSAP	SAP2
SLC33A1	ACATN
SLC33A1	SPG42
CYTH4	PSCD4
PSEN1	AD3
PSEN2	AD4
NKX3-2	BAPX1
PSG2	PSBG2
PSG9	PSG11
PSIP1	PSIP2
PSMB8	LMP7
PSMB9	LMP2
PSMD3	TSTA2
PSPH	PSP
PTBP1	PTB
TAS2R38	PTC
PTCH1	NBCCS
PTCH1	PTCH
PTEN	BZS
PTEN	MHAM
PTGES	MGST1L1
PTH1R	PTHR
PTH1R	PTHR1
PTH2R	PTHR2
BAZ1B	WBSCR9
BAZ1B	WBSCR10
PTK2B	FAK2
HACD1	PTPLA
BBOX1	BBOX
PTPN1	PTP1B
PTPN11	NS1
PTPN2	PTPT
PTPN22	PTPN8
SIRPA	PTPNS1
PTPRB	PTPB
PTPRC	CD45
BBS2	BBS
PTPRF	LAR
PTPRG	PTPG
PTPRM	PTPRL1
PTPRQ	DFNB84
PTPRZ1	PTPZ
PTPRZ1	PTPRZ
CAVIN1	PTRF
PTTG1	TUTR1
PTX3	TNFAIP5
IGDCC3	PUNC
PVR	PVS
NECTIN1	HVEC
NECTIN1	ED4
NECTIN1	PVRL1
NECTIN2	HVEB
NECTIN2	PVRL2
PEX19	PXF
PEX2	PXMP3
PEX5	PXR1
ALDH18A1	GSAS
ALDH18A1	PYCS
ALDH18A1	SPG9
QSOX1	QSCN6
RAB1A	RAB1
BCAT1	BCT1
RAB2A	RAB2
RGL2	RAB2L
BCAT2	BCT2
RAB3D	GOV
RAB5A	RAB5
RAB6A	RAB6
KIF20A	RAB6KIFL
RAB7A	RAB7
RAB7A	CMT2B
RAB9A	RAB9
RABIF	RASGRF3
RAD51	RAD51A
RAD51	RECA
RAD51B	RAD51L1
RAD51D	RAD51L3
BCHE	CHE1
BCHE	CHE2
MOK	RAGE
RAI1	SMCR
GPRC5A	RAI3
RALA	RAL
RANBP2	ANE1
RGPD8	RANBP2L1
IPO8	RANBP8
RANGAP1	SD
BCKDHA	OVD1A
PLAAT4	RARRES3
RARS1	RARS
RASA1	RASA
RASGRF1	GRF1
RB1	OSRC
ARID4A	RBBP1
KDM5A	RBBP2
KDM5A	JARID1A
RBBP8	SCKL2
ASIC2	ACCN
ASIC2	ACCN1
RBM8A	RBM8
RBFOX2	RBM9
BCL2A1	HBPA1
RCN1	RCN
OPN1LW	RCP
OPN1LW	CBP
RCVRN	RCV1
RDH5	RDH1
PRPH2	RP7
PRPH2	RDS
RDX	DFNB24
REG1A	REG
RELA	NFKB3
UPF1	RENT1
DPF2	REQ
RERE	ATN1L
REST	DFNA27
RET	HSCR1
RET	MEN2A
RET	MTC1
RET	MEN2B
BCL3	D19S37
BCL3	BCL4
RGS2	G0S8
